"number";"name";"description";"restriction";"fonction"
26503;"HYDROXY TETRAMETHYLPIPERIDINE";"1-Oxyl-2,2,6,6-tetramethyl-4-hydroxypiperidine; 1-Piperidinyloxy, 4-hydroxy-2,2,6,6-tetramethyl-; 1-?1-Oxidanyl-2,2,6,6-tetramethylpiperidin-4-ol 2,2,6,6-tetramethylpiperidine-1,4-diol; 4-Hydroxy-2,2,6,6-tetramethyl-piperidinooxy; 4-Hydroxy-2,2,6,6-tetramethylpiperidine 1-Oxyl Free Radical; 4-Hydroxy-2,2,6,6-tetramethylpiperidinoxy; 4-Hydroxy-2,2,6,6-tetramethylpiperidinoxyl; 4-HYDROXY-2,2,6,6-TETRAMETHYLPIPERIDINOXYL-; 4-Hydroxy-TEMPO; HTMPO; Hydroxy Tempo";"";"ANTIOXIDANT"
 ;"HYDROXY";"Hydroxy/Methoxy Soybean Oil is the product obtained by the methanolysis of Epoxidized Soybean Oil.";"";"HAIR CONDITIONING, SKIN CONDITIONING"
20463;"METHOXY SOYBEAN";"Hydroxy/Methoxy Soybean Oil is the product obtained by the methanolysis of Epoxidized Soybean Oil.";"";"HAIR CONDITIONING, SKIN CONDITIONING"
 ;"HYDROXYACETOPHENONE";"Ethanone, 1-(4-hydroxyphenyl)-,p-Hydroxyacetophenone";"";"ANTIOXIDANT"
15267;"HYDROXYANASATIL RETINOATE";"Retinoic Acid, 2-(4-Methoxyphenyl)-2-Oxoethyl Ester, 13-cis-";"";"SKIN CONDITIONING"
1458;"HYDROXYANTHRAQUINONEAMINOPROPYL METHYL";"4-[3-[(9,10-Dihydro-4-hydroxy-9,10-dioxoanthryl)amino]propyl]-4-methylmorpholinium methyl sulphate";"";"HAIR DYEING"
 ;"HYDROXYAPATITE";"Hydroxylapatite (Ca5(OH)(PO4)3)";"";"ABRASIVE, BULKING, ORAL CARE, SKIN CONDITIONING"
 ;"HYDROXYBENZALDEHYDE";"p-Hydroxybenzaldehyde; 4-hydroxybenzaldehyde";"";"MASKING, PERFUMING"
 ;"HYDROXYBENZOMORPHOLINE";"3,4-Dihydro-2H-1,4-benzoxazin-6-ol";"III/230";"HAIR DYEING"
18626;"HYDROXYBENZYL ALCOHOL";"";"";"SKIN CONDITIONING"
22230;"HYDROXYBUTYL METHACRYLATE";"2-Propenoic acid, 2-methyl-, 2-hydroxybutyl ester";"";"BINDING"
1461;"HYDROXYBUTYL METHYLCELLULOSE";"Cellulose, hydroxybutyl methyl ether";"";"BINDING, EMULSION STABILISING, FILM FORMING, STABILISING, VISCOSITY CONTROLLING"
22195;"HYDROXYBUTYRIC ACID";"Pentanoic acid, 3-hydroxy-, (3R)-, polymer with (3R)-3-hydroxybutanoic acid, from Cupriavidus necator fermentation of D-glucose and propionic acid";"";"ABRASIVE, SKIN CONDITIONING, VISCOSITY CONTROLLING"
22195;"HYDROXYPENTANOIC ACID";"Pentanoic acid, 3-hydroxy-, (3R)-, polymer with (3R)-3-hydroxybutanoic acid, from Cupriavidus necator fermentation of D-glucose and propionic acid";"";"ABRASIVE, SKIN CONDITIONING, VISCOSITY CONTROLLING"
1462;"HYDROXYCAPRIC ACID";"Decanoic acid, 2-hydroxy-, (DL)-";"";"SKIN CONDITIONING"
12244;"HYDROXYCAPROYL PHYTOSPHINGOSINE";"Hexanamide, N-[2,3-dihydroxy-1-(hydroxymethyl)heptadecyl]-2-hydroxy";"";"HAIR CONDITIONING, SKIN CONDITIONING"
1463;"HYDROXYCAPRYLIC ACID";"dl-2-Hydroxyoctanoic acid";"";"SKIN CONDITIONING"
1464;"HYDROXYCAPRYLOYL PHYTOSPHINGOSINE";"Octanamide, N-[2,3-dihydroxy-1-(hydroxymethyl)heptadecyl]-2-hydroxy";"";"HAIR CONDITIONING, SKIN CONDITIONING"
 ;"HYDROXYCETETH-60";"Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega-(2-hydroxyhexadecyl)oxy- (60 mol EO average molar ratio)";"";"CLEANSING, SURFACTANT"
1465;"HYDROXYCETYL HYDROXYETHYL";"(2-Hydroxyethyl)(2-hydroxyhexadecyl)dimethylammonium chloride";"";"ANTISTATIC, HAIR CONDITIONING"
7816;"HYDROXYCETYL HYDROXYETHYLSTEARAMIDE";"N-(2-Hydroxyethyl)-N-(2-hydroxyoctadecyl)octadecanamide";"III/60";"SKIN CONDITIONING"
1466;"HYDROXYCETYL ISOSTEARATE";"Isooctadecanoic acid, 2-hydroxyhexadecyl ester";"";"EMOLLIENT, EMULSIFYING, SKIN CONDITIONING"
1467;"HYDROXYCETYL PHOSPHATE";"2-Hydroxyhexadecyl dihydrogen phosphate";"";"EMULSIFYING, STABILISING, SURFACTANT"
1468;"HYDROXYCINNAMIC ACID";"4-Hydroxycinnamic acid; 4-Coumaric acid";"";"SKIN CONDITIONING"
21730;"HYDROXYCINNAMOYL DIPEPTIDE-27";"Hydroxycinnamoyl Dipeptide-27 Amide is the product obtained by the reaction of Hydroxycinnamic Acid and Dipeptide-27 in which the C-terminus of the peptide is an amide";"";"SKIN CONDITIONING, SKIN PROTECTING"
 ;"HYDROXYCITRONELLAL";"7-Hydroxycitronellal";"III/72";"PERFUMING"
4285;"HYDROXYCITRONELLAL DIMETHYL";"8,8-Dimethoxy-2,6-dimethyloctan-2-ol";"";"PERFUMING"
4287;"HYDROXYCITRONELLAL METHYL";"Methyl 2-((7-hydroxy-3,7-dimethyloctylidene) amino)benzoate";"";"PERFUMING"
4286;"HYDROXYCITRONELLAL-INDOLE SCHIFF";"8-(1H-Indolyl)-2,6-dimethyloct-7-en-2-ol";"";"PERFUMING"
 ;"HYDROXYCITRONELLOL";"3,7-Dimethyloctane-1,7-diol";"";"PERFUMING"
20286;"HYDROXYCITRYL PALMITATE";"Hydroxycitryl Palmitate is the organic compound";"";"ANTIDANDRUFF, ASTRINGENT, DEODORANT, SKIN CONDITIONING"
18877;"HYDROXYCYCLOHEXYL ETHYLTRISILOXANE";"Hydroxycyclohexyl Ethyltrisiloxane Sapucainhate is the product obtained by the reaction of hydroxycyclohexyl ethyltrisiloxane with the fatty acids derived from Carpotroche Brasiliensis Seed Oil";"";"EMOLLIENT"
4289;"HYDROXYCYCLOHEXYL METHYL";"1-(1-Hydroxycyclohexyl)ethan-1-one";"";"PERFUMING"
7817;"HYDROXYCYCLOHEXYL PHENYL";"(1-Hydroxycyclohexyl)phenylmethanone";"";"BINDING"
 ;"HYDROXYDAIDZEIN";"4H-1-Benzopyran-4-one, 3-(3,4-dihydroxyphenyl)-7-hydroxy-,3'-Hydroxydaidzein,7,3',4'-Trihydroxyisoflavone";"";"ANTIOXIDANT, SKIN CONDITIONING, SKIN PROTECTING"
7818;"HYDROXYDECYL MALTITOL";"Hydroxydecyl Maltitol is the ether of decyl glycol and Maltitol";"";"SURFACTANT"
7819;"HYDROXYDECYL UBIQUINONE";"2,5-Cyclohexadiene-1,4-dione, 2-(10-hydroxydecyl)-5,6-dimethoxy-3-methyl-";"";"ANTIOXIDANT"
18056;"HYDROXYDECYL UBIQUINOYL";"";"";"SKIN CONDITIONING"
7820;"HYDROXYDICHLORODIPHENYL ETHER";"4,4'-Dichloro-2-Hydroxydiphenyl Ether";"";"ANTIMICROBIAL"
27190;"HYDROXYDODECYL DIMETHOXYBENZAMIDE";"Hydroxydodecyl Dimethoxybenzamide is the organic compound that conforms to the formula";"";"BLEACHING, SKIN PROTECTING"
24179;"HYDROXYDODECYL HYDROXYETHYL";"Hydroxydodecyl Hydroxyethyl Ethylenediamine/Methyl Acrylate Dendrimer is the multibranched polymer formed by the sequential reaction of ethylenediamine with methyl acrylate, monoethanolamine and epoxydodecane.";"";"EMULSIFYING, SURFACTANT"
 ;"HYDROXYECTOIN";"(4S,5S)-5-hydroxy-2-methyl-3,4,5,6-tetrahydropyrimidine-4-carboxylic acid";"";"BUFFERING, EMOLLIENT, SKIN CONDITIONING"
21087;"HYDROXYETHOXY AMINOPYRAZOLOPYRIDINE";"Ethanol, 2-[(3-aminopyrazolo[1,5-a]pyridin-2-yl)oxy]-, hydrochloride (1:1)";"III/302";"HAIR DYEING"
26824;"HYDROXYETHOXY BENZOYL";"2-hydroxy-1-[4-(2-hydroxyethoxy)phenyl]-2-methylpropan-1-one; 2-hydroxy-4'-hydroxyethoxy-2-methylpropiophenone";"";"REDUCING"
19763;"HYDROXYETHOXYETHYL UREA";"Urea, N-[2-(2-hydroxyethoxy)ethyl]-";"";"HAIR CONDITIONING, SKIN CONDITIONING, SKIN PROTECTING"
 ;"HYDROXYETHOXYPHENOL";"Phenol, 4-(2-hydroxyethoxy)-";"";"SKIN CONDITIONING"
22208;"HYDROXYETHOXYPHENYL BUTANONE";"4-(3-ethoxy-4-hydroxyphenyl)butan-2-one";"";"PRESERVATIVE, SKIN CONDITIONING"
7821;"HYDROXYETHYL ACETOMONIUM";"Siloxanes and Silicones, 3-(3-(carboxylatomeythyl(2-hydroxyethyl)methylammonio)-2-hydroxy)propoxypropyl methyl, dimethyl";"";"SURFACTANT"
25907;"HYDROXYETHYL ACRYLAMIDE";"2-Propenamide, N-(2-hydroxyethyl)-";"";"BINDING"
18603;"PPG-15 GLYCERYL";"Hydroxyethyl Acrylate/IPDI/PPG-15 Glyceryl Ether Copolymer is a copolymer of hydroxyethyl acrylate, isophorone diisocyanate, and PPG-15 glyceryl ether monomers";"";"BINDING"
7823;"SODIUM ACRYLOYLDIMETHYL";"Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer is a copolymer of sodium hydroxyethyl acrylate and acryloyldimethyl taurate monomers";"";"EMULSION STABILISING, VISCOSITY CONTROLLING"
1470;"HYDROXYETHYL BEHENAMIDOPROPYL";"Propanaminium, N,N-dimethyl-N-(2-hydroxyethyl)-3-(1-oxodocosyl)amino, chloride";"";"ANTISTATIC, HAIR CONDITIONING"
1471;"HYDROXYETHYL CARBOXYMETHYL";"1,3-Propanediamine, N-coco-acyl derivs., N,N',N'-(mixed (2-hydroxyethyl) and carboxymethyl)-";"";"CLEANSING, FOAM BOOSTING, HAIR CONDITIONING, SURFACTANT"
7824;"HYDROXYETHYL CETEARAMIDOPROPYLDIMONIUM";"1-Propanaminium, 3-amino-N-(2-hydroxyethyl)-N,N-dimethyl-, N-C16-18 Acyl Derivs., Chlorides";"";"ANTISTATIC, HAIR CONDITIONING, SKIN CONDITIONING"
1472;"HYDROXYETHYL CETYLDIMONIUM";"Hexadecyl(2-hydroxyethyl)dimethylammonium chloride";"";"ANTISTATIC, HAIR CONDITIONING, SURFACTANT"
1474;"HYDROXYETHYL CHITOSAN";"Chitosan, ethoxylated";"";"FILM FORMING, VISCOSITY CONTROLLING"
17312;"HYDROXYETHYL CYCLODEXTRIN";"Hydroxyethyl Cyclodextrin is the hydroxyethyl ether of Cyclodextrin";"";"SKIN CONDITIONING"
25378;"HYDROXYETHYL DIETHYLENETRIAMINE";"Hydroxyethyl Diethylenetriamine Dioleamide/Palmitamide is the organic compound that conforms to the formula: where RCO- represents a mixture of oleic and palmitic acids.";"";"HAIR CONDITIONING"
25378;"PALMITAMIDE";"Hydroxyethyl Diethylenetriamine Dioleamide/Palmitamide is the organic compound that conforms to the formula: where RCO- represents a mixture of oleic and palmitic acids.";"";"HAIR CONDITIONING"
1475;"HYDROXYETHYL DIPHENYL";"2-Imidazoline, 1-(2-hydroxyethyl)-4,5-diphenyl";"";"ANTISTATIC, HAIR CONDITIONING"
7825;"HYDROXYETHYL ERUCAMIDOPROPYL";"N-(3-(12(Z)-docosenamidopropyl)-N-(2-hydroxyethyl)-N,N-dimethylammonium chloride";"";"ANTISTATIC, HAIR CONDITIONING"
12276;"HYDROXYETHYL ETHYLCELLULOSE";"Cellulose, ethyl ether, 2-hydroxyethyl ether";"";"BINDING, EMULSIFYING, EMULSION STABILISING, FILM FORMING, VISCOSITY CONTROLLING"
15277;"HYDROXYETHYL ETHYLENE";"";"";"SKIN CONDITIONING"
21231;"HYDROXYETHYL FURANHYDROXYNAPHTHOQUINONE";"2-(1-Hydroxyethyl)-5-hydroxynaphto[2,3-b]furan-4,9-dione";"";"ANTIMICROBIAL, ANTIOXIDANT"
7826;"HYDROXYETHYL GLYCERYL";"Hydroxyethyl Glyceryl Oleate/Stearate is the hydroxyethyl ether of glycerin esterified with a blend of oleic and stearic acids";"";"SURFACTANT"
1476;"HYDROXYETHYL HYDROXYPROPYL";"1-Propylamine, 3-(C12-15-alkyloxy)-N-(2-hydroxyethyl)-N-(3-hydroxypropyl)-, N-oxides";"";"CLEANSING, FOAM BOOSTING, HAIR CONDITIONING, SURFACTANT"
17775;"HYDROXYETHYL IMIDAZOLIDINONE";"1-(2-hydroxyethyl)imidazolidin-2-one";"";"HUMECTANT"
7827;"HYDROXYETHYL ISOBUTYL";"1-Piperidinecarboxylic acid, 2-(2-hydroxyethyl)-, 1-methylpropyl ester";"";"ANTIMICROBIAL"
16828;"HYDROXYETHYL ISOSTEARYLOXY";"2-Propanol, 1-[(2-Hydroxyethyl)Amino]-3-(Isooctadecyloxy)-";"III/61";"EMULSION STABILISING, SKIN CONDITIONING"
1477;"HYDROXYETHYL LAURDIMONIUM";"1-Dodecanaminium, N-(2-hydroxyethyl)-N,N-dimethyl-, chloride";"";"ANTISTATIC, HAIR CONDITIONING"
24395;"HYDROXYETHYL METHYLTHIOPROPENAMIDE";"Entadamide A,Hydroxyethyl Methylthioacrylamide,2-Propenamide, N-(2-hydroxyethyl)-3-(methylthio)-, (2Z)-";"";"SKIN PROTECTING"
16480;"HYDROXYETHYL METHYLTOLYLAMINE";"2-(N-Methyl-p-Toluidino)Ethanol";"";"FILM FORMING, NAIL CONDITIONING"
7828;"HYDROXYETHYL OLEYL";"N-(2-Hydroxyethyl)-N,N-dimethyl-N-(9-(Z)-octadecenyl)ammonium chloride";"";"ANTISTATIC, HAIR CONDITIONING"
1478;"HYDROXYETHYL PALMITYL";"Hexadecanamide, N-[3-(hexadecyloxy)-2-hydroxypropyl]-N-(2-hydroxyethyl)-";"";"EMOLLIENT, HUMECTANT"
7829;"HYDROXYETHYL PANTOTHENAMIDE";"N-D-Pantothenoyl-2-(2-Aminoethoxy)Ethanol";"";"HAIR CONDITIONING, SKIN CONDITIONING"
1479;"HYDROXYETHYL PEI-1000";"Poly(imino-1,2-ethanediyl), .alpha.-hydro-.omega.amino-, ethoxylated (1000 mol aziridine average molar ratio)";"";"SURFACTANT"
1480;"HYDROXYETHYL PEI-1500";"Poly(imino-1,2-ethanediyl), .alpha.-hydro-.omega.amino-, ethoxylated (1500 mol aziridine average molar ratio)";"";"SURFACTANT"
4292;"HYDROXYETHYL PHENOXYACETATE";"2-Hydroxyethyl phenoxyacetate";"";"PERFUMING"
1481;"HYDROXYETHYL SORBITOL";"D-Glucitol, 2-hydroxyethyl ether";"";"HUMECTANT, SKIN CONDITIONING"
1482;"HYDROXYETHYL STEARAMIDE-MIPA";"N-[2-(2-Hydroxyethoxy)propyl]stearamide";"";"ANTISTATIC, OPACIFYING, VISCOSITY CONTROLLING"
1483;"HYDROXYETHYL TALLOWDIMONIUM";"Ethanaminium, 2-hydroxy-N,N-dimethyl-N-tallow-alkyl, chlorides";"";"ANTISTATIC, HAIR CONDITIONING"
7830;"HYDROXYETHYL UREA";"Urea, (2-Hydroxyethyl)-";"";"HAIR CONDITIONING, HUMECTANT, SKIN CONDITIONING"
 ;"HYDROXYETHYL-2-NITRO-P-TOLUIDINE";"1-Methyl-3-nitro-4-(.beta.-hydroxyethyl)aminobenzene";"III/221";"HAIR DYEING"
1485;"HYDROXYETHYL-3,4-METHYLENEDIOXYANILINE HCL";"2-(1,3-Benzodioxol-5-ylamino)ethanol hydrochloride";"III/246";"HAIR DYEING"
1487;"HYDROXYETHYL-P-PHENYLENEDIAMINE SULFATE";"3-(2-Hydroxyethyl)-p-phenylenediammonium sulphate/ Hydroxyethyl-p- Phenylenediamine Sulfate";"Annex III/206";"HAIR DYEING"
 ;"HYDROXYETHYL";"Copolymer formed from hydroxyethyl 2-propenoate, methoxyethyl 2-propenoate and one or more monomers of acrylic acid, methacrylic acid or one of their simple esters";"";"FILM FORMING"
7831;" BUTYL";"Hydroxyethyl/Methoxyethyl Acrylate Butyl Acrylate Copolymer is a copolymer of Hydroxyethyl Acrylate, Methoxyethyl Acrylate and Butyl Acrylate";"";"FILM FORMING"
1486;"HYDROXYETHYLBUTYLAMINE LAURETH";"Poly(oxy-1,2-ethanediyl), .alpha.-dodecyl-.omega.sulfo-, N-(2-hydroxyethyl)-butylamine salts (1-4 mol EO average molar ratio)";"";"CLEANSING, SURFACTANT"
 ;"HYDROXYETHYLCELLULOSE";"Cellulose, 2-hydroxyethyl ether";"";"BINDING, EMULSION STABILISING, FILM FORMING, STABILISING, VISCOSITY CONTROLLING"
7833;"HYDROXYETHYLDIETHONIUM POLYISOBUTENYL";"2,5-Furandione, Dihydro-, Polyisobutenyl derivs., Reaction Products with 2-(Diethylamino)Ethanol";"";"EMULSIFYING, SURFACTANT"
7834;"HYDROXYETHYLPIPERAZINE ETHANE";"4-(2-Hydroxyethyl)-1-piperazineethanesulfonic acid";"";"BUFFERING"
 ;"HYDROXYGENISTEIN";"4H-1-Benzopyran-4-one, 3-(3,4-dihydroxyphenyl)-5,7-dihydroxy-";"";"ANTIOXIDANT"
5352;"HYDROXYISOHEXYL 3-CYCLOHEXENE";"3-Cyclohexene-1-Carboxaldehyde, 4-(4-Hydroxy-4-Methylpentyl)-; 3-(4-Hydroxy-4-methylpentyl)cyclohex-3-enecarbaldehyde";"II/1380 From 23 August 2019 cosmetic products containing that substance shall not be placed on the Union market. From 23 August 2021 cosmetic products containing that substance shall not be made available on the Union market.’;";"MASKING, PERFUMING"
 ;"HYDROXYISOLEUCINE";"(4S)-4-Hydroxy-L-Isoleucine";"";"HUMECTANT, SKIN CONDITIONING"
23865;"HYDROXYLATED 2-OCTANOL";"Hydroxylated 2-Octanol is the mixture of alcohols formed by the hydroxylation of 2-octanol.";"";"EMOLLIENT, HUMECTANT, SKIN CONDITIONING"
7836;"HYDROXYLATED FULLERENES";"Hydroxylated Fullerenes is the product obtained by the hydroxylation of Fullerenes";"";"ANTIMICROBIAL, SKIN CONDITIONING"
7837;"HYDROXYLATED JOJOBA";"Hydroxylated Jojoba Oil is the product obtained by the hydroxylation of Simmonsia Chinensis Seed Oil";"";"EMOLLIENT, HAIR CONDITIONING, SKIN CONDITIONING"
1488;"HYDROXYLATED LANOLIN";"Lanolin, hydroxylated";"";"ANTISTATIC, BINDING, EMOLLIENT, EMULSIFYING, FILM FORMING, SKIN CONDITIONING"
1489;"HYDROXYLATED LECITHIN";"Lecithins, hydroxylated";"";"EMULSIFYING, SKIN CONDITIONING, SURFACTANT"
7838;"HYDROXYLATED METHYL";"Fatty acids, C16-18 and C18-unsatd., epoxidized. Me esters, polymers with trimethylolpropane";"";"HAIR CONDITIONING"
1490;"HYDROXYLATED MILK";"Glycerides, milk, hydroxylated";"";"EMOLLIENT, SKIN CONDITIONING"
1491;"HYDROXYLAURIC ACID";"dl-2-Hydroxydodecanoic acid";"";"SKIN CONDITIONING"
12278;"HYDROXYLAUROYL PHYTOSPHINGOSINE";"Dodecanamide, N-[2,3-dihydroxy-1-(hydroxymethyl)heptadecyl]-2-hydroxy";"";"HAIR CONDITIONING, SKIN CONDITIONING"
 ;"HYDROXYLAURYL";"N-(2-Hydroxy-C12- and C14-alkyl)-N,N-dimethylammonioacetate";"";"SURFACTANT, VISCOSITY CONTROLLING"
7839;"HYDROXYMYRISTYL BETAINE";"N-(2-Hydroxy-C12- and C14-alkyl)-N,N-dimethylammonioacetate";"";"SURFACTANT, VISCOSITY CONTROLLING"
1492;"HYDROXYMETHOXYBENZYL PELARGONAMIDE";"Nonanamide, N-[(4-hydroxy-3-methoxyphenyl)methyl]-";"";"MASKING"
27038;"HYDROXYMETHOXYDIHYDRODAIDZEIN METHYL";"Dihydroxydimethoxy Isoflavanone,4H-1-Benzopyran-4-one, 2,3-dihydro-7-hydroxy-3-(2-hydroxy-4,5-dimethoxyphenyl)-, (3R)-";"";"SKIN CONDITIONING"
27202;"HYDROXYMETHOXYIODOBENZYL GLYCOLAMIDE";"Decanoic acid, 2-[[(4-hydroxy-2-iodo-5-methoxyphenyl)methyl]amino]-2-oxoethyl ester";"";"HAIR CONDITIONING"
20464;"HYDROXYMETHOXYPHENYL DECANONE";"3-Decanone, 1-(4-hydroxy-3-methoxyphenyl)-,[6]-Gingerone";"";"SKIN CONDITIONING"
19580;"HYDROXYMETHOXYPHENYL PROPYLMETHYLMETHOXYBENZOFURAN";"phenol, 4-(2,3-dihydro-7-methoxy-3-methyl-5-propyl-2-benzofuranyl)-2-methoxy-,trans- (9Cl)";"";"SKIN CONDITIONING"
1493;"HYDROXYMETHYL DIOXOAZABICYCLOOCTANE";"1H,3H,5H-Oxazolo[3,4-c]oxazole-7a(7H)-methanol";"";"ANTIMICROBIAL"
26332;"HYDROXYMETHYL PREGNACALCIFEROL";"Decarboxy Calcioic Alcohol, 1H-Indene-1-ethanol, octahydro-4-[(2Z)-2-[(5S)-5-hydroxy-2-methylenecyclohexylidene]ethylidene]-\b.,7a-dimethyl-, (\b.S,1R,3aS,4E,7aR)-";"";"HUMECTANT, SKIN CONDITIONING, SKIN PROTECTING"
4294;"HYDROXYMETHYLHEPTYL METHYL";"3-(Hydroxymethyl)nonan-2-one";"";"PERFUMING"
4295;"HYDROXYMETHYLHEXYL ETHYL";"3-(Hydroxymethyl)octan-2-one";"";"PERFUMING"
 ;"HYDROXYNONANONE";"1-Hydroxynonan-3-one";"";"PERFUMING"
1494;"HYDROXYOCTACOSANYL HYDROXYSTEARATE";"2-Hydroxyoctacosyl 12-hydroxyoctadecanoate";"";"EMOLLIENT, SKIN CONDITIONING"
 ;"HYDROXYOCTANONE";"2-Octanone, 1-hydroxy-";"";"HAIR CONDITIONING"
7840;"HYDROXYPALMITOYL SPHINGANINE";"1,3-Dihydroxy-2-amino-[(N-(2-hydroxy)-hexanedecanoyl]-octadecane";"";"HAIR CONDITIONING, SKIN CONDITIONING"
18753;"HYDROXYPHENOXY PROPIONIC";"(R)-2-(4-hydroxyphenoxy)propanoic acid";"";"SKIN CONDITIONING"
14858;"HYDROXYPHENYL DIHYDROXYBENZAMIDE";"Acetamide, N-[6-[(2-Chloro-4-Hydroxyphenyl)Imino]-4-Methyoxy-3-Oxo-1,4-Cyclohexadien-1-yl]-";"";"ANTIOXIDANT, SKIN PROTECTING"
17812;"HYDROXYPHENYL DIHYDROXYISOINDOLINONE";"";"";"ANTIOXIDANT"
17783;"HYDROXYPHENYL DIMETHOXYISOINDOLINONE";"";"";"ANTIOXIDANT"
1495;"HYDROXYPHENYL GLYCINAMIDE";"2-[(3-Hydroxyphenyl)amino]acetamide";"";"ANTISEBORRHOEIC, HAIR CONDITIONING"
17811;"HYDROXYPHENYL HYDROXYMETHOXYISOINDOLINONE";"";"";"ANTIOXIDANT"
16958;"HYDROXYPHENYL PROPAMIDOBENZOIC";"Benzoic Acid, 2-[[(3-(4-Hydroxyphenyl)-1-Oxopropyl]Amino]-";"";"SKIN CONDITIONING"
26144;"HYDROXYPHENYL PROPIONAMIDE";"Benzenepropanamide, 4-hydroxy-, Phloretamide";"";"ANTIOXIDANT, ASTRINGENT, BLEACHING, SKIN CONDITIONING, SKIN PROTECTING"
25385;"HYDROXYPHENYL THIAZINANE";"Hydroxyphenyl Thiazinane Carboxylic Acid is the organic compound that conforms to the formula:";"";"SKIN CONDITIONING, SKIN PROTECTING"
15472;"HYDROXYPINACOLONE RETINOATE";"";"";"SKIN CONDITIONING"
 ;"HYDROXYPROLINE";"L-4-hydroxyproline";"";"ANTISTATIC, HAIR CONDITIONING, SKIN CONDITIONING, SURFACTANT"
7841;"HYDROXYPROLINE PALMITAMIDE";"L-Proline, 4-Hydroxy-1-(1-Oxohexadecyl)-, Trans";"";"SKIN CONDITIONING"
19644;"HYDROXYPROPYL ARGININE";"Hydroxypropyl Arginine Cetearyl Ether is the organic compound that conforms to the formula:(structure)where R represents the cetearyl group.";"";"SURFACTANT"
7842;"MYRISTYL ETHER";"Pentanoic acid, 2-[N-(2',3'-dihydroxypropyl)]-5-[(aminoiminomethyl)amino)-, ether with 1-dodecanol and 1-tetradecanol, chloride";"";"ANTISTATIC, HAIR CONDITIONING, SKIN CONDITIONING, SURFACTANT"
1497;"HYDROXYPROPYL BISN-HYDROXYETHYL-P-PHENYLENEDIAMINE";"1,4-Benzenediamine, N(4)-(2-hydroxyethyl)-N(1),N'(1)-[2-hydroxypropanediyl]-";"III/239";"HAIR DYEING"
16938;"HYDROXYPROPYL BIS-HYDROXYETHYLDIMONIUM";"";"";"HUMECTANT, SKIN CONDITIONING"
1498;"HYDROXYPROPYL BISCETEARYLDIMONIUM";"1,3-Propanediaminium, 2-hydroxy-N,N'-bis(C16-18-alkyl)-N,N,N',N'-tetramethyl-, chloride";"";"ANTISTATIC, HAIR CONDITIONING"
