"Name";"Accepted_name_rank";"Accepted_name_family";"Genus_matched";"Specific_epithet_matched";"Accepted_name_species";"Taxonomic_status";"Overall_score";"Source";"fonction";"restriction";"description"
"Nardostachys jatamansi";"species";"Caprifoliaceae";"Nardostachys";"chinensis";"Nardostachys jatamansi";"Synonym";"1";"tpl";"ANTIMICROBIAL";"";"This is a filtrate of the product obtained by the fermentation of the whole plants, Thymus vulgaris (thyme) and Lysimachia foenum-graecum ; the fungus, Porio cocos, the rhizomes of Atractylodes japonica, the buds of Magnolia liliflora, the fruit of Vitex trifolia, and the leaves and stems of Bambusa vulgaris by the microorganism, Aspergillus."
"Nasturtium officinale";"species";"Brassicaceae";"Nasturtium";"officinale";"Nasturtium officinale";"Accepted";"1";"tpl";"PERFUMING, SKIN CONDITIONING";"";"Nasturtium Officinale Extract is an extract of the whole plant of the Watercress, Nasturtium officinale, Brassicaceae"
"Nauclea orientalis";"species";"Rubiaceae";"Nauclea";"orientalis";"Nauclea orientalis";"Accepted";"1";"tpl";"ANTIOXIDANT, SKIN CONDITIONING, SKIN PROTECTING";"";"Nauclea Orientalis Callus Extract is the extract of the callus of Nauclea orientalis grown in culture, Rubiaceae ."
"Nelumbo nucifera";"species";"Nelumbonaceae";"Nelumbo";"nucifera";"Nelumbo nucifera";"Accepted";"1";"tpl;tropicos;usda";"BLEACHING";"";"Aspergillus/Saccharomyces)/Rice Ferment/Barley Grain Meal/Nelumbo Nucifera Flower Extract Ferment Extract Filtrate is a filtrate of an extract of the product obtained by the stepwise fermentation of the grains of Hordeum vulgare (barley) and Nelumbo Nucifera Flower Extract, by the pre-fermentation product of the grains of Oryza sativa (rice), by the microorganisms, Aspergillus and Saccharomyces."
"Neocheiropteris ensata";"species";"Polypodiaceae";"Neocheiropteris";"ensata";"Neocheiropteris ensata";"Accepted";"1";"tpl;tropicos";"ANTIOXIDANT";"";"Neocheiropteris Ensata Extract is the extract of the whole plant, Neocheiropteris ensata, Polypodiaceae."
"Neofinetia falcata";"species";"Orchidaceae";"Neofinetia";"falcata";"Neofinetia falcata";"Accepted";"1";"tpl;tropicos";"ANTIOXIDANT, HAIR CONDITIONING, HUMECTANT, SKIN PROTECTING";"";"Monascus/Neofinetia Falcata Flower/Rice Bran Ferment Filtrate is a filtrate of the product obtained by the fermentation of Oryza Sativa (Rice) Bran and the flowers of Neofinetia falcata by the microorganism, Monascus."
"Neolitsea aciculata";"species";"Lauraceae";"Neolitsea";"aciculata";"Neolitsea aciculata";"Accepted";"1";"tpl;tropicos";"ANTIOXIDANT, SKIN CONDITIONING";"";"Neolitsea Aciculata Stem Extract is the extract of the stems of Neolitsea aciculata, Lauraceae."
"Nepenthes mirabilis";"species";"Nepenthaceae";"Nepenthes";"mirabilis";"Nepenthes mirabilis";"Accepted";"1";"tpl;tropicos";"HUMECTANT, SKIN CONDITIONING";"";"Nepenthes Mirabilis Pitcher Extract is the extract of the pitcher, of Nepenthes mirabilis, Nepenthaceae."
"Nepeta cataria";"species";"Lamiaceae";"Nepeta";"cataria";"Nepeta cataria";"Accepted";"1";"tpl;tropicos;usda";"TONIC";"";"Nepeta Cataria is the product obtained from the dried, cut plant material from the Catnip, Nepeta cataria L., Labiatae"
"Nepeta sibirica";"species";"Lamiaceae";"Nepeta";"sibirica";"Nepeta sibirica";"Accepted";"1";"tpl;tropicos";"HAIR CONDITIONING, HUMECTANT, SKIN CONDITIONING";"";"Nepeta Sibirica Flower/Leaf/Stem Extract is the extract of the flowers, leaves and stems of Nepeta sibirica, Lamiaceae."
"Nephelium lappaceum";"species";"Sapindaceae";"Nephelium";"lappaceum";"Nephelium lappaceum";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Nephelium Lappaceum Branch/Root/Leaf Extract is an extract of the branches, leaves and fruit of Nephelium lappaceum, Sapindaceae"
"Nerium oleander";"species";"Apocynaceae";"Nerium";"oleander";"Nerium oleander";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Nerium Oleander Leaf Extract is an extract of the leaves of the Rosebay, Nerium oleander L., Apocynaceae"
"Nicotiana sylvestris";"species";"Solanaceae";"Nicotiana";"sylvestris";"Nicotiana sylvestris";"Accepted";"1";"tpl;tropicos";"SKIN CONDITIONING";"";"Nicotiana Sylvestris Leaf Cell Culture is a suspension of the cultured leaf cells of Nicotiana sylvestris, Solanaceae"
"Nicotiana tabacum";"species";"Solanaceae";"Nicotiana";"tabacum";"Nicotiana tabacum";"Accepted";"1";"tpl;tropicos;usda";"PERFUMING";"";"Nicotiana Tabacum Flower Extract is an extract obtained from the flowers of the Tobacco, Nicotiana tabacum L., Solanaceae"
"Nigella damascena";"species";"Ranunculaceae";"Nigella";"damascena";"Nigella damascena";"Accepted";"1";"tpl;tropicos;usda";"MOISTURISING, SKIN CONDITIONING";"";"Nigella Damascena Cotyledon Extract is an extract of the cotyledons of the Love-in-a-Mist, Nigella damascena L., Ranunculaceae"
"Nigella sativa";"species";"Ranunculaceae";"Nigella";"sativa";"Nigella sativa";"Accepted";"1";"tpl;tropicos;usda";"PERFUMING, SKIN CONDITIONING";"";"Nigella Sativa Seed Extract is an extract of the seeds of the Black Caraway, Nigella sativa L., Ranunculaceae"
"Nopalea cochenillifera";"species";"Cactaceae";"Nopalea";"cochenillifera";"Nopalea cochenillifera";"Accepted";"1";"tpl;tropicos";"HUMECTANT, SKIN CONDITIONING";"";"Nopalea Cochenillifera Fruit Extract is the extract of the fruit of Nopalea cochenillifera, Cactaceae."
"Notholirion bulbuliferum";"species";"Liliaceae";"Notholirion";"bulbuliferum";"Notholirion bulbuliferum";"Accepted";"1";"tpl";"SKIN CONDITIONING";"";"Notholirion Bulbuliferum Bulb Extract is the extract of the bulb of Notholirion bulbuliferum, Liliaceae"
"Nymphaea alba";"species";"Nymphaeaceae";"Nymphaea";"alba";"Nymphaea alba";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING, TONIC";"";"Nymphaea Alba Flower Extract is an extract of the flowers of the Water Lily, Nymphaea alba L., Nymphaeaceae"
"Nymphaea ampla";"species";"Nymphaeaceae";"Nymphaea";"ampla";"Nymphaea ampla";"Accepted";"1";"tpl;tropicos;usda";"";"";"Nymphaea Ampla Flower Extract is the extract of the flowers of Nymphaea ampla, Nymphaeaceae."
"Nymphaea lotus";"species";"Nymphaeaceae";"Nymphaea";"lotus";"Nymphaea lotus";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Nymphaea Lotus Flower Extract is the extract obtained from the flowers of the Water Lily, Nymphaea lotus L., Nymphaeaceae"
"Nymphaea odorata";"species";"Nymphaeaceae";"Nymphaea";"odorata";"Nymphaea odorata";"Accepted";"1";"tpl;tropicos;usda";"REFRESHING, TONIC";"";"Nymphaea Odorata Root Extract is an extract of the roots of the American White Water Lily, Nymphaea odorata, Nymphaeaceae"
"Nymphaea rubra";"species";"Nymphaeaceae";"Nymphaea";"rubra";"Nymphaea rubra";"Accepted";"1";"tpl";"EMOLLIENT, SKIN CONDITIONING";"";"Nymphaea Rubra Flower Extract is the extract of the flowers of Nymphaea rubra, Nymphaeaceae."
"Nymphaea nouchali";"species";"Nymphaeaceae";"Nymphaea";"stellata";"Nymphaea nouchali";"Synonym";"1";"tpl";"SKIN CONDITIONING";"";"Nymphaea Stellata Flower Extract is the extract of the flowers of Nymphaea stellata, Nymphaeaceae"
"Nymphaea tetragona";"species";"Nymphaeaceae";"Nymphaea";"tetragona";"Nymphaea tetragona";"Accepted";"1";"tpl;tropicos;usda";"ANTIOXIDANT, HAIR CONDITIONING, HUMECTANT, SKIN CONDITIONING, SKIN PROTECTING";"";"Nymphaea Tetragona Callus Culture Extract is the extract of a culture of the callus of Nymphaea tetragona, Nymphaeaceae."
"Nypa fruticans";"species";"Arecaceae";"Nypa";"fruticans";"Nypa fruticans";"Accepted";"1";"tpl;tropicos;usda";"ANTIOXIDANT, SKIN CONDITIONING";"";"Nypa Fruticans Extract is the extract of the whole plant Nypa fruticans, Arecaceae."
"Ocimum americanum";"species";"Lamiaceae";"Ocimum";"americanum";"Ocimum americanum";"Accepted";"1";"tpl;tropicos";"MASKING, PERFUMING";"";"Ocimum Americanum Leaf Oil is the volatile oil obtained from the leaves of Ocimum americanum., Lamiaceae"
"Ocimum basilicum";"species";"Lamiaceae";"Ocimum";"basilicum";"Ocimum basilicum";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Althaea Officinalis Root/Anthemis Nobilis Flower/Foeniculum Vulgare Fruit/Houttuynia Cordata/Lavandula Angustifolia Flower/Ocimum Basilicum Flower/Rosmarinus Officinalis Leaf Extract is the extract of the roots of Althaea officinalis, the fruits of Foeniculum Vulgare, the flowers of Anthemis nobilis, Lavandula angustifolia, Ocimum basilicum, the leaves of Rosmarinus officinalis and the whole plant of Houttuynia cordata"
"Ocimum gratissimum";"species";"Lamiaceae";"Ocimum";"gratissimum";"Ocimum gratissimum";"Accepted";"1";"tpl;tropicos;usda";"PERFUMING";"";"Ocimum Gratissimum Herb Extract is an extract obtained from the herbs of the plant, Ocimum gratissimum L., Labiatae"
"Ocimum tenuiflorum";"species";"Lamiaceae";"Ocimum";"sanctum";"Ocimum tenuiflorum";"Synonym";"1";"tpl";"SKIN CONDITIONING";"";"Ocimum Sanctum Leaf Extract is an extract of the leaves of Ocimum sanctum, Labiatae"
"Ocotea quixos";"species";"Lauraceae";"Ocotea";"quixos";"Ocotea quixos";"Accepted";"1";"tpl;tropicos";"SOLVENT";"";"Ocotea Quixos Leaf Oil is the volatile oil obtained from the leaves of Ocotea quixos, Lauraceae."
"Oenanthe javanica";"species";"Apiaceae";"Oenanthe";"javanica";"Oenanthe javanica";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"This is the extract of a filtrate of the product obtained by the fermentation of the whole plants: Allium cepa (onion), Apium graveolens (celery), Zingiber officinalis (ginger), Allium sativum (garlic), Solanum tuberosum (potato), Brassica oleracea acephala, Aloe barbadensis, Laminaria japonica, Undaria pinnatifida, Oenanthe javanica, Nelumbo nucifera, Allium tuberosum, Allium Fistulosum, Dioscorea batatas, Actinidia arguta, Colocasia esculenta, Arctium lappa ; the fungi, Lentinula edodes ; the roots of Chicorium intybus (chicory), Raphanus sativus (radish), and Daucus carota (carrot); and the fruit of Cucurbita pepo (pumpkin), Vitis vinifera (grape), Pyrus pyrifolia , Solanum melongena (eggplant), Prunus salicina , Castanea crenata (chestnut), Prunus persica (peach), Citrus reticulata (tangerine), Pyrus malus (apple), Zizyphus jujuba (jujube), and Ficus carica (fig) by the microorganisms, Aspergillus, Lactobacillus and Saccharomyces"
"Oenocarpus bacaba";"species";"Arecaceae";"Oenocarpus";"bacaba";"Oenocarpus bacaba";"Accepted";"1";"tpl;tropicos";"EMOLLIENT, MOISTURISING";"";"Oenocarpus Bacaba Fruit Oil is the oil expressed from the fruits of Oenocarpus Bacaba, Arecaceae"
"Oenocarpus bataua";"species";"Arecaceae";"Oenocarpus";"bataua";"Oenocarpus bataua";"Accepted";"1";"tpl;tropicos";"EMOLLIENT, SKIN CONDITIONING";"";"Oenocarpus Bataua Acid is the fatty acid fraction derived from Oenocarpus Bacaba Fruit Oil, Arecaceae."
"Oenothera biennis";"species";"Onagraceae";"Oenothera";"biennis";"Oenothera biennis";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"This is the extract of the flowers of Adonis Amurensis/Akebia Quinata/Albizia Julibrissin/Althaea Rosea/Angelica Acutiloba/Angelica Anomala/Aquilegia Buergeriana/Artemisia Princeps/Aster Ciliosus/Aster Scaber/Brassica Campestris/Broussonetia Kazinoki/Callistephus Chinensis/Camellia Japonica/Camellia Sinensis/Campsis Grandiflora/Caragana Sinica/CarthamusTinctorius/Cassia Obtusifolia/Celosia Cristata/Cercis Chinensis/Chaenomeles Sinensis/Chrysanthemum Indicum/Chrysanthemum Zawadskii/Clematis Terniflora/Commelina Communis/Cornus Kousa/Cornus Officinalis/Corydalis Incisa/Corydalis Turtschaninovii/Cucurbita Moschate/Dendrobium Nobile/Dianthus Chinensis/Elsholtzia Splendens/Eupatorium Lindleyanum/Forsythia Koreana/Fritillaria Ussuriensis/Gardenia Jasminoides/Ginkgo Biloba/Helianthus Annuus/Helianthus Tuberosus/Hemerocallis Fulva/Hibiscus Mutabilis/Hibiscus Syriacus/Hosta Plantaginae/Hydrangea Macrophylla/Impatiens Balsamina/Ipomea Hederacea/Iris Pallasii/Iris Pseudacorus/Kerria Japonica/Lagerstroemia Indica/Leonurus Sibiricus/Lespedeza Bicolor/Lilium Lancifolium/Lindera Obtusiloba/Liriopes Muscari/Lonicera Japonica/Lycoris Radiata/Magnolia Kobus/Magnolia Liliflora/Malus Sieboldii/Narcissus Tazetta/Nelumbo Nucifera/Oenothera Biennis/Paeonia Lactiflora/Paeonia Suffruticosa/Papaver Rhoeas/PatriniaScabiosifolia/Paulownia Coreana/Persicaria Thunbergii/Petasites Japonicus/Phytolacca Esculenta/Platycodon Grandiflorus/Polygonum Odoratum/Ponicirus Trifoliata/Prunus Armeniaca/Prunus Mume/Prunus Persica/Prunus Serrulata/Prunus Tomentosa/Pueraria Lobata/Rhododendron Mucronulatum/Robinia Pseudacacia/Rosa Multiflora/Rosa Rugosa/Sasa Borealis/Sophora Japonica/Spiraea Prunifolia/Styrax Japonica/Syringa Vulgaris/Taraxacum Platycarpum/Tulipa Edulis/Viola Mandschurica/Weigela Subsessilis/Wisteria Sinensis/Zanthoxylum Schinifolium/Zea Mays/Zingiber Mioga/Zinnia Elegans Flower Extract"
"Oenothera glazioviana";"species";"Onagraceae";"Oenothera";"glazioviana";"Oenothera glazioviana";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Aspergillus/Lactobacillus/Saccharomyces/(Soybean/Oenothera Glazioviana/Radish/Broccoli/Cauliflower/Rice/Hordeum Vulgare/Coix Lacryma-Jobi/Achillea Millefolium/Sesame/Sage/Thyme/Hypericum Perforatum/Trifolium Pratense (Clover)/Medicago Sativa/Trigonella Foenum-Graecum) Sprout Ferment Filtrate Extract is the extract of a filtrate of the product obtained by the fermentation of the sprouts of Glycine max (soybean), Oenothera glazioviana , Raphanus sativus var. sativus (radish), Brassica oleracea italica (broccoli), Brassica oleracea botyris (cauliflower), Oryza sativa (rice), Hordeum vulgare, Coix lacryma-jobi, Achillea millefolium, Sesamum indicum (sesame), Salvia officinalis (sage), Thymus vulgaris (thyme), Hypericum perforatum, Trifolium pratense (clover), Medicago sativa, and Trigonella foenum-graecum by the microorgansims, Aspergillus, Lactobacillus , and Saccharomyces."
"Oenothera laciniata";"species";"Onagraceae";"Oenothera";"laciniata";"Oenothera laciniata";"Accepted";"1";"tpl;tropicos;usda";"HUMECTANT, SKIN CONDITIONING, SKIN PROTECTING";"";"Oenothera Laciniata Extract is the extract of the whole plant, Oenothera laciniata"
"Gaura lindheimeri";"species";"Onagraceae";"Oenothera";"lindheimeri";"Gaura lindheimeri";"Synonym";"1";"tpl";"SKIN PROTECTING";"";"Oenothera Lindheimeri Flower Extract is the extract of the flowers of Oenothera lindheimeri, Onagraceae ."
"Oenothera rosea";"species";"Onagraceae";"Oenothera";"rosea";"Oenothera rosea";"Accepted";"1";"tpl;tropicos;usda";"ANTIOXIDANT, SKIN PROTECTING";"";"Oenothera Rosea Extract is the extract of the whole plant, Oenothera rosea."
"Oenothera tetraptera";"species";"Onagraceae";"Oenothera";"tetraptera";"Oenothera tetraptera";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Oenothera Tetraptera (Evening Primrose) Leaf Extract is the extract of the leaves of Oenothera tetraptera, Onagraceae."
"Oenothera odorata";"species";"Onagraceae";"Oenothera";"odorata";"Oenothera odorata";"Accepted";"0.98";"tpl;tropicos";"ANTIOXIDANT, HUMECTANT, SKIN CONDITIONING, SKIN PROTECTING";"";"Poncirus Trifoliata Fruit/(Ulmus Macrocarpa/Oenthera Odorata/Artemisia Princeps/Castor/Pinus Rigida/Pueraria Lobata) Leaf/Stem/Sucrose Ferment Filtrate is a filtrate of he product obtained by the spontaneous fermentation of sucrose; the fruit of Poncirus trifoliata ; the leaves and stems of Artemisia princeps , Oenthera odorata , Pinus rigida , Pueraria lobata , Ricinus communis (castor), and Ulmus macrocarpa."
"Olax dissitiflora";"species";"Olacaceae";"Olax";"dissitiflora";"Olax dissitiflora";"Accepted";"1";"tpl;tropicos";"TONIC";"";"Olax Dissitiflora Root Oil is the refined, fixed oil obtained from the roots of Olax dissitiflora, Olacaceae"
"Oldenlandia diffusa";"species";"Rubiaceae";"Oldenlandia";"diffusa";"Oldenlandia diffusa";"Accepted";"1";"tpl";"SKIN CONDITIONING";"";"Oldenlandia Diffusa Extract is an extract of the whole plant Oldenlandia diffusa, Rubiaceae"
"Olea europaea";"species";"Oleaceae";"Olea";"europaea";"Olea europaea";"Accepted";"1";"tpl;tropicos;usda";"HAIR CONDITIONING, HUMECTANT, SKIN CONDITIONING";"";"Lactobacillus/Olea europaea Leaf Ferment Extract is the extract of the product obtained by the fermentation of the leaves of Olea europaea (olive) by the microorganism, Lactobacillus"
"Ononis spinosa";"species";"Fabaceae";"Ononis";"spinosa";"Ononis spinosa";"Accepted";"1";"tpl";"ANTISEBORRHOEIC, SOOTHING";"";"Ononis Spinosa Root Extract is an extract of the roots of the Restharrow, Ononis spinosa L., Leguminosae"
"Onopordum acanthium";"species";"Asteraceae";"Onopordum";"acanthium";"Onopordum acanthium";"Accepted";"1";"gcc;tropicos;usda";"SKIN CONDITIONING";"";"Onopordum Acanthium Flower/Leaf/Stem Extract is the extract of the flowers, leaves and stems of Onopordum acanthium L., Asteraceae"
"Onychium japonicum";"species";"Pteridaceae";"Onychium";"japonicum";"Onychium japonicum";"Accepted";"1";"tpl;tropicos";"SKIN CONDITIONING";"";"Onychium Japonicum Extract is the extract of the whole plant, Onychium japonicum, Orchidaceae"
"Operculina hamiltonii";"species";"Convolvulaceae";"Operculina";"altissima";"Operculina hamiltonii";"Synonym";"1";"tpl";"SKIN CONDITIONING";"";"Operculina Altissima Root Extract is the extract of the roots of Operculina altissima, Convolvulaceae"
"Operculina turpethum";"species";"Convolvulaceae";"Operculina";"turpethum";"Operculina turpethum";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Operculina Turpethum Leaf/Stem Extract is the extract of the leaves and stems of Operculina turpethum, Convolvulaceae ."
"Ophioglossum vulgatum";"species";"Ophioglossaceae";"Ophioglossum";"vulgatum";"Ophioglossum vulgatum";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Grifola Frondosa (Maitake)/Ophioglossum Vulgatum Extract Ferment Filtrate is a filtrate of the product obtained by the fermentation of Ophioglossum Vulgatum Extract by the fungus, Grifola frondosa, Meripilaceae."
"Ophiopogon japonicus";"species";"Asparagaceae";"Ophiopogon";"japonicus";"Ophiopogon japonicus";"Accepted";"1";"tpl";"EMOLLIENT, SKIN CONDITIONING";"";"Grifola Frondosa (Maitake)/(Panax Ginseng/Rehmannia Glutinosa/Glycyrrhiza Uralensis/Angelica Gigas/Ophiopogon Japonicus/Atractylodes Macrocephala/Astragalus Membranaceus) Root/ Rice Seed/Citrus Unshiu Peel/Carthamus Tinctorius Flower Ferment Filtrate"
"Oplopanax elatus";"species";"Araliaceae";"Oplopanax";"elatus";"Oplopanax elatus";"Accepted";"1";"tpl;tropicos";"SKIN CONDITIONING";"";"Oplopanax Elatus Callus Culture Extract is the extract of a culture of the callus of Oplopanax elatus, Araliaceae."
